,Point-of-Sale_ID,week,Units
46000,230,2016-01-11,1580.0
64291,321,2016-01-11,2109.0
68512,342,2016-01-11,3205.0
60874,304,2016-01-11,3289.0
59467,297,2016-01-11,3595.0
10253,52,2016-01-11,3207.0
14273,72,2016-01-11,5304.0
43588,218,2016-01-11,2693.0
14675,74,2016-01-11,3232.0
81979,409,2016-01-11,1864.0
69718,348,2016-01-11,3815.0
43387,217,2016-01-11,2899.0
21880,110,2016-01-11,3011.0
43186,216,2016-01-11,2476.0
60673,303,2016-01-11,1842.0
42985,215,2016-01-11,3669.0
43789,219,2016-01-11,2850.0
59668,298,2016-01-11,1452.0
69919,349,2016-01-11,2633.0
22081,111,2016-01-11,3533.0
42784,214,2016-01-11,1588.0
59869,299,2016-01-11,2613.0
10052,51,2016-01-11,2315.0
60070,300,2016-01-11,1510.0
60472,302,2016-01-11,2100.0
70120,350,2016-01-11,2267.0
3419,18,2016-01-11,2195.0
14474,73,2016-01-11,4105.0
42583,213,2016-01-11,2223.0
22282,112,2016-01-11,3755.0
60271,301,2016-01-11,1605.0
5831,30,2016-01-11,3383.0
69517,347,2016-01-11,5084.0
21679,109,2016-01-11,2409.0
5228,27,2016-01-11,3763.0
45397,227,2016-01-11,1895.0
45196,226,2016-01-11,2851.0
1811,10,2016-01-11,1436.0
10655,54,2016-01-11,2777.0
58663,293,2016-01-11,1555.0
15077,76,2016-01-11,2412.0
68713,343,2016-01-11,3194.0
44995,225,2016-01-11,1376.0
14072,71,2016-01-11,3668.0
3218,17,2016-01-11,4364.0
21277,107,2016-01-11,3174.0
61276,306,2016-01-11,2353.0
68914,344,2016-01-11,1131.0
44794,224,2016-01-11,1347.0
58864,294,2016-01-11,1877.0
2012,11,2016-01-11,2785.0
21478,108,2016-01-11,1899.0
44593,223,2016-01-11,2481.0
79165,395,2016-01-11,1252.0
10454,53,2016-01-11,2421.0
61075,305,2016-01-11,1664.0
44392,222,2016-01-11,1800.0
59065,295,2016-01-11,1374.0
14876,75,2016-01-11,2639.0
44191,221,2016-01-11,686.0
203,2,2016-01-11,2018.0
69316,346,2016-01-11,2579.0
43990,220,2016-01-11,1311.0
59266,296,2016-01-11,4124.0
21076,106,2016-01-11,3838.0
57658,288,2016-01-11,3959.0
56653,283,2016-01-11,4142.0
68110,340,2016-01-11,2294.0
63487,317,2016-01-11,1307.0
54643,273,2016-01-11,3825.0
50824,254,2016-01-11,4367.0
18695,94,2016-01-11,1242.0
54442,272,2016-01-11,5991.0
5630,29,2016-01-11,3105.0
65698,328,2016-01-11,1735.0
51025,255,2016-01-11,2231.0
2414,13,2016-01-11,3635.0
12866,65,2016-01-11,4038.0
12263,62,2016-01-11,4651.0
54241,271,2016-01-11,2616.0
51226,256,2016-01-11,2342.0
18494,93,2016-01-11,2124.0
65497,327,2016-01-11,2513.0
17087,86,2016-01-11,1826.0
50623,253,2016-01-11,1330.0
54844,274,2016-01-11,1997.0
16685,84,2016-01-11,2300.0
1409,8,2016-01-11,4047.0
55246,276,2016-01-11,4053.0
50020,250,2016-01-11,4015.0
19097,96,2016-01-11,1633.0
55045,275,2016-01-11,3309.0
13067,66,2016-01-11,2721.0
79768,398,2016-01-11,4013.0
63286,316,2016-01-11,1612.0
50422,252,2016-01-11,4819.0
65899,329,2016-01-11,3346.0
16886,85,2016-01-11,2304.0
12062,61,2016-01-11,3395.0
18896,95,2016-01-11,2206.0
50221,251,2016-01-11,3828.0
1610,9,2016-01-11,2443.0
51427,257,2016-01-11,4011.0
63688,318,2016-01-11,1602.0
17891,90,2016-01-11,1938.0
12464,63,2016-01-11,3028.0
64090,320,2016-01-11,736.0
52432,262,2016-01-11,2175.0
17489,88,2016-01-11,1547.0
53236,266,2016-01-11,2339.0
64693,323,2016-01-11,3145.0
52633,263,2016-01-11,3183.0
79567,397,2016-01-11,1896.0
12665,64,2016-01-11,5137.0
52834,264,2016-01-11,2349.0
17690,89,2016-01-11,2551.0
53035,265,2016-01-11,2188.0
81778,408,2016-01-11,1924.0
64492,322,2016-01-11,2442.0
52231,261,2016-01-11,1728.0
53437,267,2016-01-11,1971.0
52030,260,2016-01-11,4585.0
65296,326,2016-01-11,1584.0
54040,270,2016-01-11,2111.0
51628,258,2016-01-11,2402.0
18293,92,2016-01-11,6352.0
51829,259,2016-01-11,1247.0
65095,325,2016-01-11,2690.0
78763,393,2016-01-11,3355.0
53839,269,2016-01-11,2723.0
6032,31,2016-01-11,1878.0
18092,91,2016-01-11,868.0
2615,14,2016-01-11,2493.0
64894,324,2016-01-11,3115.0
17288,87,2016-01-11,2849.0
63889,319,2016-01-11,862.0
53638,268,2016-01-11,4337.0
49819,249,2016-01-11,2060.0
46402,232,2016-01-11,2744.0
11861,60,2016-01-11,3582.0
63085,315,2016-01-11,1543.0
3017,16,2016-01-11,3684.0
56854,284,2016-01-11,2652.0
67507,337,2016-01-11,1317.0
79969,399,2016-01-11,3919.0
11258,57,2016-01-11,4228.0
13670,69,2016-01-11,3180.0
62080,310,2016-01-11,1143.0
16082,81,2016-01-11,1558.0
20071,101,2016-01-11,2102.0
62281,311,2016-01-11,1648.0
67306,336,2016-01-11,1199.0
2213,12,2016-01-11,2305.0
47608,238,2016-01-11,3152.0
47809,239,2016-01-11,2642.0
47407,237,2016-01-11,929.0
19870,100,2016-01-11,4095.0
78964,394,2016-01-11,2773.0
57055,285,2016-01-11,2501.0
78562,392,2016-01-11,3598.0
57457,287,2016-01-11,4053.0
11057,56,2016-01-11,3506.0
46603,233,2016-01-11,2174.0
15680,79,2016-01-11,3610.0
20473,103,2016-01-11,5904.0
47206,236,2016-01-11,1876.0
61879,309,2016-01-11,1340.0
57256,286,2016-01-11,1904.0
46804,234,2016-01-11,1179.0
47005,235,2016-01-11,3646.0
67708,338,2016-01-11,2823.0
15881,80,2016-01-11,4221.0
20272,102,2016-01-11,3595.0
67909,339,2016-01-11,2217.0
67105,335,2016-01-11,1835.0
48010,240,2016-01-11,2951.0
62482,312,2016-01-11,1754.0
16484,83,2016-01-11,1791.0
55849,279,2016-01-11,2360.0
49216,246,2016-01-11,1634.0
19267,97,2016-01-11,1264.0
62884,314,2016-01-11,2151.0
5429,28,2016-01-11,1724.0
66502,332,2016-01-11,1150.0
55648,278,2016-01-11,2711.0
66301,331,2016-01-11,2087.0
49618,248,2016-01-11,1747.0
82180,410,2016-01-11,3666.0
13268,67,2016-01-11,3117.0
2816,15,2016-01-11,2715.0
66100,330,2016-01-11,1701.0
49417,247,2016-01-11,1051.0
49015,245,2016-01-11,2680.0
56050,280,2016-01-11,6007.0
11660,59,2016-01-11,3314.0
56452,282,2016-01-11,5017.0
11459,58,2016-01-11,3300.0
48211,241,2016-01-11,2274.0
19669,99,2016-01-11,2690.0
66904,334,2016-01-11,3131.0
16283,82,2016-01-11,2209.0
13469,68,2016-01-11,1711.0
48412,242,2016-01-11,2182.0
48613,243,2016-01-11,556.0
19468,98,2016-01-11,1801.0
56251,281,2016-01-11,1682.0
66703,333,2016-01-11,2894.0
62683,313,2016-01-11,1091.0
48814,244,2016-01-11,1628.0
79366,396,2016-01-11,1549.0
55447,277,2016-01-11,3670.0
6233,32,2016-01-11,3474.0
69115,345,2016-01-11,2675.0
70321,351,2016-01-11,2869.0
9248,47,2016-01-11,1421.0
32131,161,2016-01-11,3527.0
23890,120,2016-01-11,3009.0
32332,162,2016-01-11,1856.0
72130,360,2016-01-11,5045.0
75748,378,2016-01-11,1973.0
26704,134,2016-01-11,1316.0
38965,195,2016-01-11,1642.0
80773,403,2016-01-11,1622.0
32533,163,2016-01-11,2488.0
32734,164,2016-01-11,1561.0
75547,377,2016-01-11,1558.0
38764,194,2016-01-11,3176.0
72331,361,2016-01-11,3114.0
32935,165,2016-01-11,1736.0
5027,26,2016-01-11,2912.0
26503,133,2016-01-11,2642.0
38563,193,2016-01-11,3307.0
9047,46,2016-01-11,2003.0
81175,405,2016-01-11,3117.0
75346,376,2016-01-11,1137.0
38362,192,2016-01-11,2818.0
605,4,2016-01-11,3898.0
72532,362,2016-01-11,5010.0
33136,166,2016-01-11,1861.0
80371,401,2016-01-11,2507.0
24091,121,2016-01-11,1718.0
39166,196,2016-01-11,4773.0
4223,22,2016-01-11,3169.0
26905,135,2016-01-11,3122.0
39367,197,2016-01-11,1946.0
23287,117,2016-01-11,4276.0
27508,138,2016-01-11,2746.0
30925,155,2016-01-11,1578.0
3620,19,2016-01-11,2777.0
76552,382,2016-01-11,2662.0
4424,23,2016-01-11,1971.0
40171,201,2016-01-11,3102.0
31126,156,2016-01-11,2325.0
71527,357,2016-01-11,2937.0
27307,137,2016-01-11,2462.0
39970,200,2016-01-11,998.0
23488,118,2016-01-11,3164.0
76351,381,2016-01-11,1920.0
31327,157,2016-01-11,960.0
31528,158,2016-01-11,1164.0
9449,48,2016-01-11,4591.0
71728,358,2016-01-11,3697.0
27106,136,2016-01-11,3729.0
39769,199,2016-01-11,1863.0
76150,380,2016-01-11,2664.0
81376,406,2016-01-11,1766.0
7439,38,2016-01-11,1693.0
39568,198,2016-01-11,1755.0
23689,119,2016-01-11,3076.0
31729,159,2016-01-11,2689.0
31930,160,2016-01-11,1934.0
71929,359,2016-01-11,5723.0
75949,379,2016-01-11,2184.0
6434,33,2016-01-11,1723.0
38161,191,2016-01-11,1605.0
7640,39,2016-01-11,1775.0
8042,41,2016-01-11,3412.0
36955,185,2016-01-11,3346.0
34945,175,2016-01-11,1716.0
25699,129,2016-01-11,1651.0
36754,184,2016-01-11,2753.0
24895,125,2016-01-11,2699.0
73336,366,2016-01-11,898.0
74341,371,2016-01-11,1682.0
35146,176,2016-01-11,1755.0
35347,177,2016-01-11,1223.0
36553,183,2016-01-11,1379.0
36352,182,2016-01-11,2831.0
74140,370,2016-01-11,1612.0
25096,126,2016-01-11,2908.0
73537,367,2016-01-11,4818.0
25498,128,2016-01-11,2449.0
8243,42,2016-01-11,4502.0
80572,402,2016-01-11,1955.0
35548,178,2016-01-11,790.0
36151,181,2016-01-11,2230.0
73939,369,2016-01-11,1561.0
78160,390,2016-01-11,3127.0
8444,43,2016-01-11,3650.0
4022,21,2016-01-11,2149.0
35950,180,2016-01-11,3380.0
35749,179,2016-01-11,1535.0
73738,368,2016-01-11,2608.0
74542,372,2016-01-11,2414.0
24694,124,2016-01-11,1395.0
34744,174,2016-01-11,1222.0
73135,365,2016-01-11,828.0
26302,132,2016-01-11,2406.0
72733,363,2016-01-11,1477.0
33337,167,2016-01-11,668.0
37960,190,2016-01-11,2352.0
3821,20,2016-01-11,1442.0
4826,25,2016-01-11,2393.0
75145,375,2016-01-11,861.0
33538,168,2016-01-11,2170.0
8846,45,2016-01-11,3725.0
24292,122,2016-01-11,2259.0
72934,364,2016-01-11,2414.0
33739,169,2016-01-11,1510.0
33940,170,2016-01-11,1832.0
7238,37,2016-01-11,5242.0
74944,374,2016-01-11,3585.0
7841,40,2016-01-11,1922.0
37558,188,2016-01-11,2384.0
24493,123,2016-01-11,2170.0
26101,131,2016-01-11,3633.0
34141,171,2016-01-11,1240.0
74743,373,2016-01-11,903.0
34342,172,2016-01-11,2728.0
806,5,2016-01-11,2150.0
37357,187,2016-01-11,1102.0
34543,173,2016-01-11,1754.0
37156,186,2016-01-11,1572.0
25900,130,2016-01-11,2459.0
8645,44,2016-01-11,3605.0
37759,189,2016-01-11,1667.0
71326,356,2016-01-11,4793.0
25297,127,2016-01-11,1670.0
22483,113,2016-01-11,2775.0
40573,203,2016-01-11,1508.0
42181,211,2016-01-11,1320.0
78361,391,2016-01-11,3581.0
40774,204,2016-01-11,2572.0
77155,385,2016-01-11,1909.0
41980,210,2016-01-11,4364.0
28312,142,2016-01-11,2549.0
77356,386,2016-01-11,1414.0
28714,144,2016-01-11,2366.0
30523,153,2016-01-11,1179.0
27709,139,2016-01-11,2944.0
23086,116,2016-01-11,1898.0
71125,355,2016-01-11,3020.0
6836,35,2016-01-11,2187.0
41578,208,2016-01-11,2747.0
2,1,2016-01-11,3108.0
41176,206,2016-01-11,2896.0
29920,150,2016-01-11,2189.0
70522,352,2016-01-11,1859.0
77959,389,2016-01-11,2911.0
77557,387,2016-01-11,3371.0
76954,384,2016-01-11,1473.0
9851,50,2016-01-11,2724.0
30121,151,2016-01-11,3684.0
29719,149,2016-01-11,2255.0
6635,34,2016-01-11,2043.0
40975,205,2016-01-11,1865.0
70924,354,2016-01-11,1474.0
7037,36,2016-01-11,2199.0
22684,114,2016-01-11,2115.0
9650,49,2016-01-11,4424.0
41779,209,2016-01-11,4408.0
80170,400,2016-01-11,1889.0
40372,202,2016-01-11,1977.0
30322,152,2016-01-11,1416.0
4625,24,2016-01-11,3588.0
70723,353,2016-01-11,2049.0
29116,146,2016-01-11,2812.0
28513,143,2016-01-11,1871.0
30724,154,2016-01-11,1900.0
404,3,2016-01-11,3397.0
42382,212,2016-01-11,2849.0
29518,148,2016-01-11,2706.0
27910,140,2016-01-11,3310.0
41377,207,2016-01-11,3009.0
80974,404,2016-01-11,3900.0
76753,383,2016-01-11,5461.0
29317,147,2016-01-11,2395.0
22885,115,2016-01-11,3530.0
28915,145,2016-01-11,1877.0
77758,388,2016-01-11,4268.0
28111,141,2016-01-11,2087.0
1007,6,2016-01-11,1948.0
59267,296,2016-01-18,3985.0
64493,322,2016-01-18,2399.0
74744,373,2016-01-18,822.0
15681,79,2016-01-18,3548.0
34343,172,2016-01-18,2650.0
60875,304,2016-01-18,3192.0
52433,262,2016-01-18,2136.0
25901,130,2016-01-18,2392.0
12465,63,2016-01-18,2860.0
80975,404,2016-01-18,4498.0
52634,263,2016-01-18,3148.0
7842,40,2016-01-18,1834.0
52835,264,2016-01-18,2354.0
29519,148,2016-01-18,2626.0
81779,408,2016-01-18,2298.0
53438,267,2016-01-18,2013.0
4827,25,2016-01-18,2135.0
61076,305,2016-01-18,1619.0
12666,64,2016-01-18,4611.0
33539,168,2016-01-18,2100.0
64091,320,2016-01-18,789.0
33740,169,2016-01-18,1366.0
17490,88,2016-01-18,1520.0
34142,171,2016-01-18,1226.0
53237,266,2016-01-18,2134.0
33941,170,2016-01-18,1576.0
74945,374,2016-01-18,3501.0
6837,35,2016-01-18,2104.0
53036,265,2016-01-18,2102.0
64292,321,2016-01-18,2060.0
77558,387,2016-01-18,3200.0
79568,397,2016-01-18,1749.0
26102,131,2016-01-18,3236.0
29318,147,2016-01-18,2513.0
17691,89,2016-01-18,2418.0
59066,295,2016-01-18,1360.0
28313,142,2016-01-18,2504.0
14676,74,2016-01-18,2913.0
29117,146,2016-01-18,2869.0
51629,258,2016-01-18,1932.0
18294,92,2016-01-18,5735.0
51428,257,2016-01-18,4164.0
25499,128,2016-01-18,2404.0
74141,370,2016-01-18,1363.0
5832,30,2016-01-18,3038.0
6636,34,2016-01-18,1931.0
59870,299,2016-01-18,2495.0
8244,42,2016-01-18,3848.0
18495,93,2016-01-18,1948.0
51227,256,2016-01-18,2356.0
77759,388,2016-01-18,4059.0
35549,178,2016-01-18,784.0
4023,21,2016-01-18,2064.0
60473,302,2016-01-18,1975.0
73940,369,2016-01-18,1458.0
65498,327,2016-01-18,2511.0
51026,255,2016-01-18,2080.0
28514,143,2016-01-18,1835.0
60071,300,2016-01-18,1613.0
14475,73,2016-01-18,3661.0
4626,24,2016-01-18,3706.0
35750,179,2016-01-18,1459.0
18696,94,2016-01-18,1202.0
50825,254,2016-01-18,4196.0
35348,177,2016-01-18,1127.0
28715,144,2016-01-18,2151.0
80573,402,2016-01-18,1818.0
65096,325,2016-01-18,2545.0
17892,90,2016-01-18,2052.0
14274,72,2016-01-18,4650.0
74543,372,2016-01-18,2294.0
64694,323,2016-01-18,3072.0
59468,297,2016-01-18,3428.0
52232,261,2016-01-18,1670.0
75146,375,2016-01-18,751.0
52031,260,2016-01-18,4421.0
8043,41,2016-01-18,3213.0
34745,174,2016-01-18,1304.0
28916,145,2016-01-18,1747.0
81980,409,2016-01-18,2308.0
34544,173,2016-01-18,1659.0
34946,175,2016-01-18,1666.0
64895,324,2016-01-18,3165.0
25700,129,2016-01-18,1529.0
2616,14,2016-01-18,2251.0
18093,91,2016-01-18,885.0
60674,303,2016-01-18,1684.0
405,3,2016-01-18,3043.0
51830,259,2016-01-18,1022.0
12264,62,2016-01-18,4245.0
74342,371,2016-01-18,1599.0
6033,31,2016-01-18,1793.0
59669,298,2016-01-18,1404.0
35147,176,2016-01-18,1859.0
78764,393,2016-01-18,3253.0
14877,75,2016-01-18,2315.0
54041,270,2016-01-18,2040.0
63890,319,2016-01-18,883.0
30524,153,2016-01-18,986.0
31529,158,2016-01-18,1198.0
27107,136,2016-01-18,3501.0
76151,380,2016-01-18,2880.0
16284,82,2016-01-18,1981.0
13470,68,2016-01-18,1483.0
27710,139,2016-01-18,2966.0
13872,70,2016-01-18,1116.0
57860,289,2016-01-18,3008.0
56252,281,2016-01-18,1720.0
30323,152,2016-01-18,1298.0
7440,38,2016-01-18,1673.0
62483,312,2016-01-18,1952.0
31730,159,2016-01-18,2244.0
56051,280,2016-01-18,5801.0
31931,160,2016-01-18,1796.0
79367,396,2016-01-18,1536.0
76955,384,2016-01-18,1288.0
26906,135,2016-01-18,3059.0
16485,83,2016-01-18,1998.0
55850,279,2016-01-18,2372.0
75950,379,2016-01-18,2194.0
58061,290,2016-01-18,1862.0
61478,307,2016-01-18,749.0
62885,314,2016-01-18,2418.0
55649,278,2016-01-18,2490.0
62684,313,2016-01-18,1184.0
30122,151,2016-01-18,3792.0
61679,308,2016-01-18,2372.0
31328,157,2016-01-18,970.0
61880,309,2016-01-18,1271.0
27509,138,2016-01-18,2538.0
57056,285,2016-01-18,2424.0
3,1,2016-01-18,2875.0
13671,69,2016-01-18,2908.0
76553,382,2016-01-18,2750.0
78965,394,2016-01-18,2594.0
62081,310,2016-01-18,1109.0
4425,23,2016-01-18,1916.0
15882,80,2016-01-18,4022.0
56855,284,2016-01-18,2521.0
7239,37,2016-01-18,4761.0
56453,282,2016-01-18,4909.0
30725,154,2016-01-18,1628.0
27308,137,2016-01-18,2420.0
77960,389,2016-01-18,2893.0
57458,287,2016-01-18,3920.0
31127,156,2016-01-18,1944.0
62282,311,2016-01-18,1577.0
56654,283,2016-01-18,4068.0
76754,383,2016-01-18,5339.0
16083,81,2016-01-18,1569.0
57659,288,2016-01-18,3779.0
76352,381,2016-01-18,1725.0
2214,12,2016-01-18,2271.0
15480,78,2016-01-18,4901.0
30926,155,2016-01-18,1304.0
25298,127,2016-01-18,1803.0
13269,67,2016-01-18,3104.0
80774,403,2016-01-18,1474.0
29921,150,2016-01-18,1867.0
75347,376,2016-01-18,1132.0
29720,149,2016-01-18,2167.0
2415,13,2016-01-18,3335.0
12867,65,2016-01-18,3714.0
606,4,2016-01-18,3956.0
61277,306,2016-01-18,2329.0
54242,271,2016-01-18,2629.0
77357,386,2016-01-18,1362.0
33137,166,2016-01-18,1770.0
17088,86,2016-01-18,2108.0
1611,9,2016-01-18,2360.0
15078,76,2016-01-18,2071.0
4224,22,2016-01-18,3258.0
63689,318,2016-01-18,1438.0
57257,286,2016-01-18,1895.0
26303,132,2016-01-18,2257.0
58865,294,2016-01-18,1607.0
7641,39,2016-01-18,1734.0
53840,269,2016-01-18,2657.0
2013,11,2016-01-18,2844.0
81176,405,2016-01-18,3798.0
28112,141,2016-01-18,1862.0
17289,87,2016-01-18,2888.0
33338,167,2016-01-18,624.0
79166,395,2016-01-18,1175.0
14073,71,2016-01-18,3321.0
5631,29,2016-01-18,2841.0
58664,293,2016-01-18,1292.0
26504,133,2016-01-18,2450.0
58262,291,2016-01-18,1782.0
15279,77,2016-01-18,2866.0
55448,277,2016-01-18,3726.0
32333,162,2016-01-18,1816.0
63086,315,2016-01-18,1251.0
75749,378,2016-01-18,1942.0
16686,84,2016-01-18,2192.0
55247,276,2016-01-18,3749.0
26705,134,2016-01-18,1196.0
7038,36,2016-01-18,2035.0
55046,275,2016-01-18,3336.0
58463,292,2016-01-18,7583.0
32534,163,2016-01-18,2307.0
63287,316,2016-01-18,1388.0
75548,377,2016-01-18,1658.0
16887,85,2016-01-18,2293.0
54845,274,2016-01-18,1898.0
32735,164,2016-01-18,1439.0
13068,66,2016-01-18,2436.0
54644,273,2016-01-18,3780.0
6435,33,2016-01-18,1530.0
77156,385,2016-01-18,1979.0
1812,10,2016-01-18,1276.0
63488,317,2016-01-18,1194.0
32936,165,2016-01-18,1504.0
54443,272,2016-01-18,5792.0
27911,140,2016-01-18,2980.0
53639,268,2016-01-18,4174.0
32132,161,2016-01-18,3465.0
65297,326,2016-01-18,1502.0
81377,406,2016-01-18,2366.0
46403,232,2016-01-18,2868.0
48212,241,2016-01-18,2114.0
9852,50,2016-01-18,2514.0
3822,20,2016-01-18,1434.0
43991,220,2016-01-18,1232.0
68111,340,2016-01-18,2036.0
11460,58,2016-01-18,2826.0
71930,359,2016-01-18,5447.0
71528,357,2016-01-18,2789.0
48011,240,2016-01-18,2829.0
72734,363,2016-01-18,1470.0
5229,27,2016-01-18,3326.0
67106,335,2016-01-18,1714.0
37961,190,2016-01-18,2533.0
44996,225,2016-01-18,1305.0
69317,346,2016-01-18,2672.0
80372,401,2016-01-18,2703.0
19871,100,2016-01-18,4233.0
39167,196,2016-01-18,4862.0
9249,47,2016-01-18,1318.0
47810,239,2016-01-18,2561.0
80171,400,2016-01-18,1800.0
19670,99,2016-01-18,2645.0
41177,206,2016-01-18,2915.0
8847,45,2016-01-18,3337.0
24494,123,2016-01-18,1892.0
82181,410,2016-01-18,4609.0
37559,188,2016-01-18,2063.0
21680,109,2016-01-18,2219.0
10656,54,2016-01-18,2582.0
78362,391,2016-01-18,3675.0
66704,333,2016-01-18,3132.0
37760,189,2016-01-18,1648.0
69518,347,2016-01-18,5018.0
19469,98,2016-01-18,1613.0
38162,191,2016-01-18,1563.0
71327,356,2016-01-18,4531.0
70724,353,2016-01-18,1932.0
43790,219,2016-01-18,2671.0
10254,52,2016-01-18,3142.0
68714,343,2016-01-18,3107.0
22886,115,2016-01-18,2997.0
48413,242,2016-01-18,2112.0
72935,364,2016-01-18,2316.0
39368,197,2016-01-18,1870.0
24293,122,2016-01-18,2057.0
66905,334,2016-01-18,2980.0
48614,243,2016-01-18,570.0
23690,119,2016-01-18,2762.0
9651,49,2016-01-18,4058.0
44192,221,2016-01-18,711.0
9048,46,2016-01-18,1694.0
20474,103,2016-01-18,5616.0
23891,120,2016-01-18,2882.0
21278,107,2016-01-18,2883.0
47207,236,2016-01-18,1777.0
5028,26,2016-01-18,2426.0
79970,399,2016-01-18,3497.0
38765,194,2016-01-18,2996.0
67910,339,2016-01-18,2165.0
21479,108,2016-01-18,1564.0
72131,360,2016-01-18,4763.0
67709,338,2016-01-18,2442.0
20273,102,2016-01-18,3440.0
78563,392,2016-01-18,3418.0
71126,355,2016-01-18,3044.0
81578,407,2016-01-18,4081.0
47006,235,2016-01-18,3977.0
38966,195,2016-01-18,1544.0
68915,344,2016-01-18,1024.0
40574,203,2016-01-18,1363.0
46805,234,2016-01-18,1055.0
44594,223,2016-01-18,2055.0
23087,116,2016-01-18,1763.0
10455,53,2016-01-18,2049.0
3018,16,2016-01-18,3527.0
47609,238,2016-01-18,2955.0
40976,205,2016-01-18,1549.0
204,2,2016-01-18,2029.0
3219,17,2016-01-18,3965.0
24092,121,2016-01-18,1630.0
67307,336,2016-01-18,1317.0
44393,222,2016-01-18,1920.0
72533,362,2016-01-18,4634.0
20072,101,2016-01-18,1690.0
11058,56,2016-01-18,3345.0
70925,354,2016-01-18,1381.0
46604,233,2016-01-18,2014.0
47408,237,2016-01-18,847.0
38363,192,2016-01-18,2626.0
11259,57,2016-01-18,4232.0
38564,193,2016-01-18,2914.0
69116,345,2016-01-18,2763.0
67508,337,2016-01-18,1276.0
72332,361,2016-01-18,2888.0
60272,301,2016-01-18,1528.0
73739,368,2016-01-18,2416.0
40775,204,2016-01-18,2408.0
40373,202,2016-01-18,1752.0
20675,104,2016-01-18,2503.0
48815,244,2016-01-18,1757.0
37358,187,2016-01-18,1028.0
8445,43,2016-01-18,3385.0
36353,182,2016-01-18,2564.0
68513,342,2016-01-18,3080.0
22484,113,2016-01-18,2481.0
10053,51,2016-01-18,2093.0
50021,250,2016-01-18,3714.0
45398,227,2016-01-18,1803.0
9450,48,2016-01-18,4079.0
36554,183,2016-01-18,1221.0
79769,398,2016-01-18,3741.0
1410,8,2016-01-18,3554.0
42785,214,2016-01-18,1490.0
1209,7,2016-01-18,1345.0
22082,111,2016-01-18,3469.0
19098,96,2016-01-18,1596.0
70523,352,2016-01-18,1876.0
41981,210,2016-01-18,4058.0
49820,249,2016-01-18,2168.0
73337,366,2016-01-18,778.0
11862,60,2016-01-18,3355.0
3621,19,2016-01-18,2735.0
6234,32,2016-01-18,3365.0
66101,330,2016-01-18,1624.0
50222,251,2016-01-18,3815.0
73538,367,2016-01-18,4551.0
65699,328,2016-01-18,1632.0
22283,112,2016-01-18,3277.0
70322,351,2016-01-18,2795.0
50624,253,2016-01-18,1164.0
78161,390,2016-01-18,3148.0
35951,180,2016-01-18,3281.0
18897,95,2016-01-18,2060.0
39971,200,2016-01-18,962.0
45599,228,2016-01-18,1762.0
42383,212,2016-01-18,2835.0
12063,61,2016-01-18,3301.0
42584,213,2016-01-18,2082.0
36152,181,2016-01-18,2356.0
45800,229,2016-01-18,1430.0
3420,18,2016-01-18,2170.0
40172,201,2016-01-18,2977.0
65900,329,2016-01-18,3476.0
50423,252,2016-01-18,4957.0
23489,118,2016-01-18,2969.0
70121,350,2016-01-18,2151.0
25097,126,2016-01-18,2607.0
42182,211,2016-01-18,1225.0
69920,349,2016-01-18,2453.0
24896,125,2016-01-18,2863.0
49418,247,2016-01-18,1073.0
22685,114,2016-01-18,1806.0
20876,105,2016-01-18,968.0
73136,365,2016-01-18,787.0
8646,44,2016-01-18,3335.0
45197,226,2016-01-18,2688.0
37157,186,2016-01-18,1363.0
68312,341,2016-01-18,2486.0
49217,246,2016-01-18,1488.0
41579,208,2016-01-18,2594.0
11661,59,2016-01-18,3030.0
66302,331,2016-01-18,1937.0
69719,348,2016-01-18,3758.0
807,5,2016-01-18,1962.0
66503,332,2016-01-18,943.0
19268,97,2016-01-18,1130.0
39569,198,2016-01-18,1715.0
46202,231,2016-01-18,3604.0
49016,245,2016-01-18,2451.0
23288,117,2016-01-18,3706.0
41378,207,2016-01-18,2839.0
1008,6,2016-01-18,1762.0
43589,218,2016-01-18,2498.0
43388,217,2016-01-18,2610.0
21881,110,2016-01-18,2820.0
44795,224,2016-01-18,1263.0
71729,358,2016-01-18,4084.0
42986,215,2016-01-18,3724.0
41780,209,2016-01-18,4192.0
49619,248,2016-01-18,1880.0
36755,184,2016-01-18,2552.0
2817,15,2016-01-18,2556.0
36956,185,2016-01-18,3191.0
10857,55,2016-01-18,1607.0
39770,199,2016-01-18,1847.0
21077,106,2016-01-18,3582.0
46001,230,2016-01-18,1498.0
5430,28,2016-01-18,1613.0
24695,124,2016-01-18,1328.0
43187,216,2016-01-18,2195.0
45399,227,2016-01-25,1921.0
